rate,Comment
5,YUM. This recipe is absolutely fantastic. I omitted the onions for taste but kept the onion power. Wonderful!
2,I made these exactly as written and did not care the end result. I thought they were too rich and the taste was off. There clearly are people out there who like this combination of ingredients but to me i was looking for that perfect bite where creamy was balanced by tanginess. When you bite into these you taste lots of cheese onions and bacon followed by a taste of the creamy but forgettable yolk mixture. It actually made me feel nauseous. For me i will stick to classic deviled eggs in the future.
5,"I am the recipe submitter and I just wanted to add a side note since there has been a few questions on how to keep the banana slices from browning. Use fruit juice there are several fruit juices that can work to prevent discoloration of sliced bananas. If you&apos;re worried about the flavor changing, stick to the sweeter, lighter flavors:
                                Lemon juice
                                Orange juice
                                Tinned pineapple juice
                                Tinned or fresh grapefruit juice
                                Lime juice
                                Apple juice
                                Ascorbic acid powder(aka vitamin C) or if you&apos;re in a pinch, a ground-up vitamin C tablet works as well."
4,"Another twist on this that I have seen is to use green olive, grape tomato, and white cheese."
5,Fun to take to a pitch in.  Easy and so cute!
5,"Instead of toothpicks, I made these on top of wooden meat skewers and arranged them in a holiday vase for a party. They were a hit!"
5,I made these for Christmas Eve. They are easy to make and the kids can help. Everyone thought they were a cute little treat. I am glad I read the review about dipping the banana slice in orange juice as well as the longer wooden kabob sticks and placed them in large wine glass
5,this was a hit at my open house. I borrowed Monica&apos;s idea put them on meat skewers and arranged in a 1 pint mason jar. it worked great!
5,Easy & grandkids loved them. Used coffee stirrers from Starbucks. No pointed sticks for little ones. Length perfect.
4,Easy to make changed it up a bit added white cheese for the hat trim and put on a toothpick with a white fuzzy top. Big hit at our pot luck lunch.
5,What fun! Thank you CNM Catering for this cute idea. We used big raspberries instead of strawberries because my grocery was out. It worked perfectly anyway. We used these on swizzle sticks in our cocktails. They were a hit! I think the alcohol in the cocktails helped keep the banana from browning!:-)
3,Cute idea.
5,This is the real deal. It is important to make sure the potatoes are cold before adding the flour and other ingredients and be sure to keep the uncooked lefsa cold before rolling out. I also use bread flour - the lefse turns out much more tender. Lefse can also be frozen too.
4,"This is the closest to my mom&apos;s recipe that I have seen.  One suggestion I would make is if you are not eating it right away (we make 20 lbs. of potatos at a time and freeze it) cool your lefse between two towels, inside a plastic garbage bag.  It will be moist and even the lefse that come off the grill a little crispy and dry will be soft and moist."
5,I have been looking for a lefse recipe for over a year. Well no more this is the one I will use forever. My 81 year old father in-law said it was just like his mother used to make. And I found it very easy to do.
5,"This is an authentic recipe for lefse, very similar to my Norwegen Mother in Law&apos;s.  The flour amount is correct, it is scant because it takes into account that quite a bit of extra flour is needed for rolling out the lefsa.  My MIL&apos;s tip was not to add the flour all at once.  Divide the potato mixture into enough for 10 lefsa per batch and add the proportionate flour to mix in just before you roll the dough.  You won&apos;t have to add as much flour to the rolling surface and will have more tender lefse.  Also..if your potatos are very moist, either dry them in the oven or cut back on the amount of cream you add to the dough.  You don&apos;t want to develop too much of the gluten in the flour which makes the lefsa rubbery or tough.   Lefsa it easiest to bake with two people; one to roll out the lefsa and one to mind the griddle!"
5,This recipe was terrific! I love making lefse and this was one of the best I have tried in fact I have decided that in the future this is the only recipe I will use. I am all Norwegian so it&apos;s in my blood. I also like that Allrecipes makes it possible for me to select the amount of servings. I made this recipe for 45 servings - 90 lefse - that will be enough for all the holidays. Thanks D. Brockman!!!!!!!
5,I made this recipe last year for my family at Christmas. My grandpa was 100% Norwegian. He has passed away but my grandma tried the lefse from this recipe and said it tasted just like the lefse my grandpa&apos;s mother used to make. One thing I found with the recipe is that the amount of butter cream salt sugar and flour is enough for 5 pounds of potatoes (not 10). If you want to do 10 pounds you will need twice the amount of other ingredients. Excellent recipe! Thank you!!!!!
5,"I grew up in a Norwegian family where we ate lefse 3 times a day for the whole Christmas season! My mom & I make lefse every year. We&apos;re always frustrated with our recipe not rolling out properly. This is the best recipe we have used to date! Here are some tips we&apos;ve learned through the years...hope this helps other&apos;s trying to make this yummy treat!!!
                                - The flour amount is perfect!! But use LOTS of flour in a sifter to sprinkle on your pastry board, rolling pin and dough to prevent sticking. That extra flour used for rolling probably doubles the flour amount used. Too much flour makes the lefse rubbery. 
                                - Divide dough up into several logs rolled in wax paper and keep the extra&apos;s in the fridge. Cold dough is easier to work with.
                                - Use a kitchen scale and weigh each hunk of dough before rolling.
                                - Use a cloth cover over your pastry board and rolling pin to prevent dough from sticking.(can be purchased or make your own with unbleached cotton) Keep extra&apos;s on hand to swap if they get too moist (hand wash them...or use mild detergent & no fabric softener)
                                - Have lots of patience, a friend to work with and cushy slippers to stand on! This full recipe with 2 people will take about 6 hrs & yield about 80-100 8"" pieces if rolled 1/16"" thin. (1/8"" is too thick)
                                - Practice! Your first few may not turn out so well. 
                                - BTW...A pizza stone makes a great lefse rolling board!
                                - If you want to make lefse often...invest in a good corrogated rolling pin - it does make a difference!
                                - Enjoy!"
